日期,市,市(县),站名,时间,水位,汛限水位
2023-04-29,东莞市,东莞市,同沙,2023-04-2908时,17.68,18.00
2023-04-29,东莞市,东莞市,松木山,2023-04-2908时,20.85,22.50
2023-04-29,中山市,中山市,逸仙,2023-04-2908时,29.25,
2023-04-29,中山市,中山市,长江,2023-04-2922时,21.59,25.50
2023-04-29,潮州市,饶平县,汤溪水库(大坝),2023-04-2922时,41.80,54.00
2023-04-29,潮州市,饶平县,胜利,2023-04-2922时,47.73,72.00
2023-04-29,潮州市,饶平县,牛角笼,2023-04-2922时,222.45,234.60
2023-04-29,潮州市,饶平县,坪溪,2023-04-2922时,330.96,356.25
2023-04-29,潮州市,潮安县,凤凰,2023-04-2908时,306.03,332.00
2023-04-29,潮州市,饶平县,大潭,2023-04-2922时,76.80,80.00
2023-04-29,揭阳市,揭西县,横江,2023-04-2922时,67.18,76.00
2023-04-29,揭阳市,揭西县,大北山,2023-04-2922时,577.86,598.00
2023-04-29,揭阳市,揭东县,新西河,2023-04-2922时,31.70,38.00
2023-04-29,揭阳市,揭东县,晏内,2023-04-2922时,61.56,68.00
2023-04-29,揭阳市,普宁市,汤坑,2023-04-2922时,47.13,53.26
2023-04-29,揭阳市,惠来县,顶溪,2023-04-2922时,30.13,35.90
2023-04-29,揭阳市,揭西县,龙颈(上),2023-04-2922时,87.12,98.00
2023-04-29,揭阳市,揭西县,龙颈(下),2023-04-2922时,52.97,54.00
2023-04-29,揭阳市,普宁市,上三坑,2023-04-2922时,163.05,175.00
2023-04-29,揭阳市,普宁市,三坑,2023-04-2922时,45.12,55.13
2023-04-29,揭阳市,普宁市,白沙溪,2023-04-2922时,362.87,379.00
2023-04-29,揭阳市,惠来县,尖官陂,2023-04-2922时,36.16,42.00
2023-04-29,揭阳市,惠来县,镇北,2023-04-2922时,41.29,46.20
2023-04-29,揭阳市,惠来县,蜈蚣岭,2023-04-2922时,44.21,52.52
2023-04-29,揭阳市,惠来县,船桥,2023-04-2922时,289.24,312.00
2023-04-29,揭阳市,惠来县,葫芦潭,2023-04-2922时,44.80,54.00
2023-04-29,揭阳市,惠来县,古杭,2023-04-2922时,43.50,46.30
2023-04-29,揭阳市,揭西县,河輋,2023-04-2908时,728.45,746.00
2023-04-29,揭阳市,普宁市,金山洞,2023-04-2922时,80.81,96.50
2023-04-29,揭阳市,惠来县,石榴潭,2023-04-2922时,40.11,54.50
2023-04-29,云浮市,新兴县,共成,2023-04-2922时,71.09,80.00
2023-04-29,云浮市,郁南县,向阳,2023-04-2922时,79.97,88.00
2023-04-29,云浮市,郁南县,云霄,2023-04-2922时,115.29,120.00
2023-04-29,云浮市,罗定市,山垌,2023-04-2922时,193.17,199.00
2023-04-29,云浮市,新兴县,合河,2023-04-2908时,157.49,171.00
2023-04-29,云浮市,新兴县,北峰山,2023-04-2922时,111.51,111.50
2023-04-29,云浮市,云安县,朝阳,2023-04-2922时,113.47,127.00
2023-04-29,云浮市,郁南县,大河,2023-04-2922时,77.78,83.50
2023-04-29,云浮市,罗定市,金银河,2023-04-2922时,98.57,100.00
2023-04-29,云浮市,罗定市,罗光,2023-04-2922时,287.05,297.00
2023-04-29,云浮市,罗定市,湘垌,2023-04-2908时,296.11,310.00
2023-04-29,云浮市,云安县,东风,2023-04-2922时,153.98,158.00
2023-04-30,,,腰坑水库,2023-04-3015时,55.19,66.98
2023-04-30,,,水响水库,2023-04-3015时,51.18,57.01
2023-04-30,,,红旗水库,2023-04-3015时,57.37,
2023-04-30,,,新陂水库,2023-04-3015时,41.48,47.20
2023-04-30,,,南塘水库,2023-04-3015时,38.71,41.52
2023-04-30,,,铜锣湾水库,2023-04-3015时,65.10,68.24
2023-04-30,,,白汾水库,2023-04-3015时,3.31,32.96
2023-04-30,,,大源水库,2023-04-3015时,96.02,101.74
2023-04-30,,,梅窿水库,2023-04-3008时,44.29,46.78
2023-04-30,,,红路水库,2023-04-3015时,28.97,36.41
2023-04-30,,,耙齿沥水库,2023-04-3015时,39.76,42.30
2023-04-30,广州市,从化市,黄龙带,2023-04-3008时,165.88,173.21
2023-04-30,广州市,从化市,茂墩,2023-04-3008时,86.69,94.20
2023-04-30,广州市,增城市,百花林,2023-04-3008时,25.79,30.00
2023-04-30,广州市,增城市,联安,2023-04-3014时,54.18,61.00
2023-04-30,广州市,增城市,白洞,2023-04-3008时,27.44,31.50
2023-04-30,广州市,增城市,金坑,2023-04-3015时,47.74,60.00
2023-04-30,广州市,从化市,流溪河,2023-04-3008时,223.04,233.00
2023-04-30,广州市,从化市,天湖,2023-04-3008时,227.50,233.10
2023-04-30,广州市,广州市白云区,和龙,2023-04-3008时,33.00,38.00
2023-04-30,韶关市,仁化县,赤石迳,2023-04-3015时,126.26,128.40
2023-04-30,韶关市,新丰县,鲁古河,2023-04-3015时,270.80,290.00
2023-04-30,韶关市,南雄市,宝江,2023-04-3015时,192.29,198.09
2023-04-30,韶关市,始兴县,尖背,2023-04-3015时,139.19,142.20
2023-04-30,韶关市,始兴县,山口三级,2023-04-3015时,174.22,180.00
2023-04-30,韶关市,始兴县,花山,2023-04-3015时,176.60,178.50
2023-04-30,韶关市,仁化县,锦江,2023-04-3015时,130.41,135.00
2023-04-30,韶关市,仁化县,高坪,2023-04-3015时,361.44,373.00
2023-04-30,韶关市,仁化县,澌溪河,2023-04-3015时,165.51,172.00
2023-04-30,韶关市,乐昌市,东洛,2023-04-3015时,308.10,312.00
2023-04-30,韶关市,乐昌市,龙山,2023-04-3015时,346.26,358.70
2023-04-30,韶关市,乳源瑶族自治县,横溪,2023-04-3015时,321.68,335.00
2023-04-30,韶关市,韶关市浈江区,西牛潭,2023-04-3015时,175.32,176.28
2023-04-30,韶关市,韶关市武江区,沐溪,2023-04-3015时,80.55,86.70
2023-04-30,韶关市,乳源瑶族自治县,泉水,2023-04-3015时,441.34,447.00
2023-04-30,韶关市,乳源瑶族自治县,南水大坝,2023-04-3015时,207.46,215.50
2023-04-30,韶关市,曲江区,苍村,2023-04-3015时,132.63,136.00
2023-04-30,韶关市,南雄市,孔江,2023-04-3015时,193.62,195.00
2023-04-30,韶关市,韶关市武江区,孟洲坝,2023-04-3015时,52.45,52.50
2023-04-30,韶关市,曲江区,濛浬,2023-04-3015时,44.84,45.00
2023-04-30,韶关市,翁源县,桂竹,2023-04-3015时,203.11,210.00
2023-04-30,韶关市,翁源县,跃进,2023-04-3015时,511.47,527.00
2023-04-30,韶关市,乳源瑶族自治县,长潭,2023-04-3015时,190.70,196.00
2023-04-30,韶关市,翁源县,泉坑,2023-04-3015时,146.17,151.15
2023-04-30,韶关市,乳源瑶族自治县,大潭河,2023-04-3015时,134.90,138.00
2023-04-30,韶关市,乳源瑶族自治县,坝美,2023-04-3015时,254.12,259.50
2023-04-30,韶关市,南雄市,中坪,2023-04-3015时,345.43,350.61
2023-04-30,韶关市,南雄市,横江,2023-04-3015时,186.47,203.00
2023-04-30,韶关市,南雄市,瀑布,2023-04-3015时,337.28,346.00
2023-04-30,韶关市,南雄市,苍石,2023-04-3015时,428.19,440.00
2023-04-30,韶关市,曲江区,小坑,2023-04-3015时,220.98,225.20
2023-04-30,韶关市,翁源县,岩庄,2023-04-3015时,249.78,258.00
2023-04-30,深圳市,深圳市宝安区,茜坑,2023-04-3014时,71.93,73.50
2023-04-30,深圳市,深圳市宝安区,石岩,2023-04-3008时,34.76,36.58
2023-04-30,深圳市,深圳市宝安区,铁岗,2023-04-3008时,24.09,25.45
2023-04-30,深圳市,深圳市南山区,西沥,2023-04-3015时,27.07,29.59
2023-04-30,深圳市,深圳市罗湖区,深圳,2023-04-3015时,25.15,27.60
2023-04-30,深圳市,深圳市福田区,梅林,2023-04-3008时,0.00,55.29
2023-04-30,深圳市,深圳市龙岗区,松子坑,2023-04-3008时,60.94,66.00
2023-04-30,深圳市,深圳市龙岗区,清林径,2023-04-3008时,64.51,79.00
2023-04-30,珠海市,珠海市香洲区,正坑,2023-04-3015时,24.78,34.00
2023-04-30,珠海市,珠海市香洲区,竹仙洞,2023-04-3008时,17.64,19.25
2023-04-30,珠海市,珠海市香洲区,大镜山,2023-04-3008时,15.79,18.42
2023-04-30,珠海市,珠海市斗门区,乾务,2023-04-3008时,17.19,19.80
2023-04-30,汕头市,汕头市潮阳区,小龙溪,2023-04-3015时,50.62,64.00
2023-04-30,汕头市,汕头市潮阳区,龙溪一级,2023-04-3015时,168.77,183.70
2023-04-30,汕头市,汕头市潮阳区,龙溪二级,2023-04-3008时,44.60,72.00
2023-04-30,汕头市,汕头市潮阳区,红场,2023-04-3015时,231.10,249.50
2023-04-30,汕头市,汕头市潮阳区,上金溪,2023-04-3015时,84.35,92.50
2023-04-30,汕头市,汕头市潮阳区,秋风岭,2023-04-3015时,35.14,40.50
2023-04-30,佛山市,佛山市南海区,东风,2023-04-3015时,15.64,16.47
2023-04-30,佛山市,佛山市南海区,仙溪,2023-04-3015时,12.55,13.15
2023-04-30,江门市,恩平市,凤子山,2023-04-3015时,87.96,97.00
2023-04-30,江门市,恩平市,良西,2023-04-3015时,47.48,52.50
2023-04-30,江门市,恩平市,锦江,2023-04-3015时,83.70,94.00
2023-04-30,江门市,恩平市,西坑,2023-04-3015时,55.95,61.00
2023-04-30,江门市,恩平市,青南角,2023-04-3015时,31.97,35.45
2023-04-30,江门市,开平市,狮山,2023-04-3008时,29.55,40.00
2023-04-30,江门市,开平市,大沙河,2023-04-3015时,30.05,34.81
2023-04-30,江门市,开平市,镇海,2023-04-3015时,23.35,25.81
2023-04-30,江门市,台山市,老营底,2023-04-3008时,0.00,218.80
2023-04-30,江门市,台山市,塘田,2023-04-3014时,30.03,36.14
2023-04-30,江门市,台山市,陈坑,2023-04-3015时,13.55,17.79
2023-04-30,江门市,江门市新会区,龙门,2023-04-3015时,28.58,31.44
2023-04-30,江门市,江门市新会区,万亩,2023-04-3015时,20.79,24.08
2023-04-30,江门市,江门市新会区,东方红,2023-04-3015时,34.40,38.00
2023-04-30,江门市,台山市,南坑,2023-04-3015时,19.30,22.90
2023-04-30,江门市,台山市,大隆洞,2023-04-3015时,25.61,30.80
2023-04-30,江门市,台山市,岐山,2023-04-3015时,23.39,30.00
2023-04-30,江门市,台山市,桂南,2023-04-3008时,7.66,15.80
2023-04-30,江门市,台山市,丹竹,2023-04-3015时,18.99,22.13
2023-04-30,江门市,台山市,深井,2023-04-3015时,24.92,32.66
2023-04-30,江门市,台山市,鹅斗,2023-04-3015时,5.83,10.83
2023-04-30,江门市,恩平市,马山,2023-04-3015时,30.60,34.58
2023-04-30,江门市,开平市,直坑水库（月山镇）,2023-04-3015时,12.02,
2023-04-30,江门市,鹤山市,金峡,2023-04-3015时,21.49,24.25
2023-04-30,江门市,江门市蓬江区,那咀,2023-04-3015时,31.41,33.00
2023-04-30,江门市,台山市,猪乸潭,2023-04-3015时,17.09,22.70
2023-04-30,江门市,开平市,立新,2023-04-3015时,29.84,32.00
2023-04-30,江门市,江门市新会区,鹅坑,2023-04-3015时,24.21,32.90
2023-04-30,江门市,江门市新会区,曾坑,2023-04-3015时,24.67,27.08
2023-04-30,江门市,江门市新会区,鱼山,2023-04-3015时,24.47,28.08
2023-04-30,江门市,江门市新会区,梅阁,2023-04-3008时,8.50,13.50
2023-04-30,江门市,恩平市,宝鸭仔,2023-04-3015时,31.32,34.50
2023-04-30,江门市,鹤山市,四堡,2023-04-3015时,63.35,69.80
2023-04-30,湛江市,湛江市麻章区,志满,2023-04-3015时,48.97,52.50
2023-04-30,湛江市,遂溪县,官田,2023-04-3015时,32.16,34.00
2023-04-30,湛江市,雷州市,恭坑,2023-04-3015时,14.07,16.00
2023-04-30,湛江市,雷州市,东吴,2023-04-3015时,13.07,16.00
2023-04-30,湛江市,雷州市,西湖,2023-04-3015时,15.40,18.00
2023-04-30,湛江市,雷州市,滨洋,2023-04-3015时,11.39,25.00
2023-04-30,湛江市,雷州市,迈生,2023-04-3015时,33.36,36.00
2023-04-30,湛江市,雷州市,溪南,2023-04-3015时,17.87,21.00
2023-04-30,湛江市,雷州市,红心楼,2023-04-3015时,75.78,89.00
2023-04-30,湛江市,徐闻县,北松,2023-04-3015时,20.91,25.60
2023-04-30,湛江市,徐闻县,迈胜,2023-04-3015时,41.45,43.15
2023-04-30,湛江市,雷州市,龙门,2023-04-3015时,52.97,57.00
2023-04-30,湛江市,雷州市,曲溪,2023-04-3015时,17.66,22.00
2023-04-30,湛江市,雷州市,土乐,2023-04-3015时,13.90,16.00
2023-04-30,湛江市,雷州市,田西,2023-04-3015时,15.52,19.00
2023-04-30,湛江市,雷州市,大湾,2023-04-3015时,50.19,52.00
2023-04-30,湛江市,雷州市,余庆桥,2023-04-3015时,85.84,89.50
2023-04-30,湛江市,徐闻县,合溪,2023-04-3015时,133.84,139.00
2023-04-30,湛江市,徐闻县,三阳桥,2023-04-3015时,75.92,78.00
2023-04-30,湛江市,徐闻县,鲤鱼潭,2023-04-3015时,52.26,54.70
2023-04-30,湛江市,徐闻县,大水桥,2023-04-3015时,54.35,56.10
2023-04-30,湛江市,廉江市,鹤地水库(大坝),2023-04-3015时,37.42,39.30
2023-04-30,湛江市,廉江市,江头,2023-04-3015时,36.44,40.20
2023-04-30,湛江市,廉江市,武陵,2023-04-3015时,36.60,37.50
2023-04-30,湛江市,廉江市,岭背下,2023-04-3015时,40.88,45.00
2023-04-30,湛江市,廉江市,仙人域,2023-04-3015时,34.75,45.00
2023-04-30,茂名市,电白县,热水,2023-04-3015时,58.92,61.00
2023-04-30,茂名市,高州市,龙湾,2023-04-3015时,50.58,60.20
2023-04-30,茂名市,信宜市,高城,2023-04-3015时,129.08,132.00
2023-04-30,茂名市,信宜市,尚文,2023-04-3015时,104.36,107.50
2023-04-30,茂名市,化州市,长湾河,2023-04-3015时,35.60,37.70
2023-04-30,茂名市,高州市,良德水库(大坝),2023-04-3015时,80.67,87.00
2023-04-30,茂名市,高州市,石骨,2023-04-3015时,80.61,87.00
2023-04-30,茂名市,化州市,宝树,2023-04-3015时,48.70,49.50
2023-04-30,茂名市,电白县,罗坑,2023-04-3015时,107.39,113.00
2023-04-30,茂名市,电白县,黄沙,2023-04-3015时,112.53,119.50
2023-04-30,茂名市,茂名市茂南区,青年湖,2023-04-3015时,11.67,14.00
2023-04-30,茂名市,电白县,旱平,2023-04-3015时,67.16,72.00
2023-04-30,茂名市,电白县,河角,2023-04-3015时,64.35,73.50
2023-04-30,茂名市,高州市,根子,2023-04-3015时,88.13,97.80
2023-04-30,茂名市,信宜市,扶曹,2023-04-3015时,347.74,348.00
2023-04-30,肇庆市,封开县,利水,2023-04-3015时,64.66,77.00
2023-04-30,肇庆市,高要市,金龙（低）,2023-04-3015时,22.06,25.50
2023-04-30,肇庆市,肇庆市鼎湖区,九坑河,2023-04-3015时,34.03,38.00
2023-04-30,肇庆市,肇庆市端州区,星湖,2023-04-3015时,4.69,
2023-04-30,肇庆市,怀集县,长调,2023-04-3008时,487.09,505.00
2023-04-30,肇庆市,怀集县,高塘,2023-04-3008时,397.63,420.00
2023-04-30,肇庆市,怀集县,新湾,2023-04-3008时,159.63,173.00
2023-04-30,肇庆市,广宁县,花山,2023-04-3008时,219.95,247.00
2023-04-30,肇庆市,封开县,大冲,2023-04-3015时,296.19,307.00
2023-04-30,肇庆市,封开县,七星河,2023-04-3015时,130.02,138.00
2023-04-30,肇庆市,德庆县,茸草,2023-04-3015时,152.68,
2023-04-30,肇庆市,德庆县,冲源,2023-04-3015时,89.26,95.00
2023-04-30,肇庆市,高要市,杨梅,2023-04-3015时,24.49,24.50
2023-04-30,肇庆市,高要市,金龙（高）,2023-04-3015时,30.93,34.00
2023-04-30,肇庆市,封开县,西山,2023-04-3015时,77.04,79.00
2023-04-30,肇庆市,德庆县,金林,2023-04-3015时,135.70,147.00
2023-04-30,肇庆市,德庆县,黄铜降,2023-04-3015时,464.27,477.80
2023-04-30,肇庆市,德庆县,河涝坪,2023-04-3015时,128.27,138.00
2023-04-30,肇庆市,怀集县,下竹,2023-04-3015时,132.39,146.00
2023-04-30,肇庆市,怀集县,湖朗,2023-04-3015时,120.41,124.00
2023-04-30,肇庆市,四会市,水迳,2023-04-3015时,27.10,28.80
2023-04-30,肇庆市,怀集县,三坑,2023-04-3015时,102.92,106.00
2023-04-30,肇庆市,四会市,江谷,2023-04-3015时,44.44,53.50
2023-04-30,肇庆市,四会市,龙王庙,2023-04-3015时,9.06,9.00
2023-04-30,惠州市,惠阳区,伯公坳,2023-04-3015时,49.85,58.00
2023-04-30,惠州市,博罗县,下宝溪,2023-04-3015时,109.53,95.56
2023-04-30,惠州市,博罗县,梅树下,2023-04-3015时,75.51,87.70
2023-04-30,惠州市,惠州市惠城区,庙滩,2023-04-3015时,19.43,24.00
2023-04-30,惠州市,惠州市惠城区,角洞,2023-04-3015时,19.26,25.00
2023-04-30,惠州市,惠东县,白盆珠,2023-04-3015时,65.14,76.00
2023-04-30,惠州市,惠东县,黄坑,2023-04-3015时,19.60,22.60
2023-04-30,惠州市,惠阳区,风田,2023-04-3015时,31.87,34.80
2023-04-30,惠州市,惠阳区,沙田,2023-04-3015时,60.50,67.00
2023-04-30,惠州市,惠阳区,大坑,2023-04-3015时,25.15,29.44
2023-04-30,惠州市,惠阳区,招元,2023-04-3015时,91.70,102.60
2023-04-30,惠州市,惠阳区,黄沙,2023-04-3015时,25.84,34.00
2023-04-30,惠州市,惠阳区,鸡心石,2023-04-3008时,41.90,54.00
2023-04-30,惠州市,博罗县,稿树下,2023-04-3015时,58.70,65.00
2023-04-30,惠州市,惠阳区,观洞,2023-04-3015时,14.75,16.00
2023-04-30,惠州市,博罗县,联和,2023-04-3015时,50.02,56.65
2023-04-30,惠州市,龙门县,天堂山,2023-04-3015时,135.46,150.00
2023-04-30,惠州市,惠州市惠城区,红花湖,2023-04-3015时,53.41,55.50
2023-04-30,惠州市,博罗县,水东陂,2023-04-3015时,93.97,101.00
2023-04-30,惠州市,博罗县,黄山洞,2023-04-3015时,85.03,95.56
2023-04-30,惠州市,惠东县,花树下,2023-04-3015时,47.74,51.40
2023-04-30,惠州市,博罗县,显岗,2023-04-3015时,20.40,23.00
2023-04-30,惠州市,龙门县,白沙河,2023-04-3015时,99.98,107.00
2023-04-30,惠州市,龙门县,七星墩,2023-04-3015时,254.78,270.00
2023-04-30,梅州市,丰顺县,虎局,2023-04-3015时,84.16,87.50
2023-04-30,梅州市,五华县,益塘,2023-04-3015时,146.26,153.00
2023-04-30,梅州市,兴宁市,温公,2023-04-3015时,255.33,260.00
2023-04-30,梅州市,兴宁市,石壁,2023-04-3015时,151.73,153.50
2023-04-30,梅州市,兴宁市,和山岩,2023-04-3015时,155.21,156.94
2023-04-30,梅州市,梅　县,清凉山,2023-04-3015时,219.00,237.00
2023-04-30,梅州市,蕉岭县,长潭,2023-04-3015时,139.80,144.00
2023-04-30,梅州市,蕉岭县,多宝,2023-04-3015时,321.40,333.00
2023-04-30,梅州市,大埔县,青溪,2023-04-3015时,72.13,73.00
2023-04-30,梅州市,大埔县,双溪,2023-04-3015时,148.36,152.00
2023-04-30,梅州市,大埔县,三河坝电站,2023-04-3015时,48.17,49.00
2023-04-30,梅州市,五华县,桂田,2023-04-3015时,208.04,223.93
2023-04-30,梅州市,五华县,岩前,2023-04-3015时,193.04,201.32
2023-04-30,梅州市,兴宁市,合水,2023-04-3015时,135.79,137.50
2023-04-30,梅州市,平远县,富石,2023-04-3015时,291.67,300.00
2023-04-30,梅州市,梅　县,梅西,2023-04-3015时,164.14,167.50
2023-04-30,梅州市,平远县,黄田,2023-04-3015时,248.13,255.00
2023-04-30,梅州市,大埔县,蓬辣滩,2023-04-3015时,48.57,49.00
2023-04-30,梅州市,五华县,东方红,2023-04-3008时,127.48,140.90
2023-04-30,梅州市,丰顺县,八乡,2023-04-3015时,532.24,554.92
2023-04-30,汕尾市,陆丰市,巷口,2023-04-3008时,43.94,57.50
2023-04-30,汕尾市,陆丰市,五里牌,2023-04-3015时,21.44,28.50
2023-04-30,汕尾市,陆丰市,牛角隆,2023-04-3015时,31.07,33.00
2023-04-30,汕尾市,陆丰市,三溪水,2023-04-3015时,45.96,53.00
2023-04-30,汕尾市,陆河县,新坑,2023-04-3015时,274.36,292.00
2023-04-30,汕尾市,海丰县,朝面山,2023-04-3015时,200.91,213.10
2023-04-30,汕尾市,海丰县,朝阳,2023-04-3015时,56.12,63.00
2023-04-30,汕尾市,海丰县,南门,2023-04-3015时,112.86,122.00
2023-04-30,汕尾市,海丰县,平龙,2023-04-3015时,47.89,53.50
2023-04-30,汕尾市,海丰县,青年水库,2023-04-3015时,15.27,22.00
2023-04-30,汕尾市,海丰县,红阳,2023-04-3015时,20.58,24.50
2023-04-30,汕尾市,城　区,宝楼,2023-04-3015时,13.05,15.20
2023-04-30,汕尾市,陆河县,南告,2023-04-3015时,315.21,342.00
2023-04-30,汕尾市,陆丰市,箖投围,2023-04-3015时,18.65,20.00
2023-04-30,汕尾市,海丰县,赤沙,2023-04-3015时,8.05,12.00
2023-04-30,汕尾市,海丰县,公平,2023-04-3015时,12.42,15.50
2023-04-30,汕尾市,海丰县,红花地,2023-04-3015时,35.29,49.00
2023-04-30,汕尾市,海丰县,黄山洞,2023-04-3008时,45.62,50.00
2023-04-30,汕尾市,海丰县,平安洞,2023-04-3008时,15.06,24.00
2023-04-30,汕尾市,陆丰市,龙潭,2023-04-3015时,60.21,72.00
2023-04-30,河源市,龙川县,高陂,2023-04-3015时,187.67,191.05
2023-04-30,河源市,龙川县,黄江,2023-04-3015时,325.82,330.35
2023-04-30,河源市,龙川县,上板桥,2023-04-3008时,267.20,274.80
2023-04-30,河源市,龙川县,张坑里水库,2023-04-3015时,222.09,111.00
2023-04-30,河源市,龙川县,霞沙洲,2023-04-3015时,344.91,359.40
2023-04-30,河源市,龙川县,新村,2023-04-3015时,225.98,229.15
2023-04-30,河源市,和平县,老园,2023-04-3015时,175.11,178.00
2023-04-30,河源市,紫金县,散滩,2023-04-3015时,221.75,233.50
2023-04-30,河源市,紫金县,新坑,2023-04-3015时,90.31,95.00
2023-04-30,河源市,河源市源城区,新丰江,2023-04-3015时,108.85,114.00
2023-04-30,河源市,连平县,翁潭,2023-04-3015时,379.39,396.00
2023-04-30,河源市,东源县,大坑（河源）,2023-04-3015时,160.13,163.00
2023-04-30,河源市,东源县,白礤,2023-04-3015时,66.29,73.00
2023-04-30,河源市,龙川县,枫树坝,2023-04-3015时,150.61,161.00
2023-04-30,河源市,龙川县,长滩水库,2023-04-3015时,186.15,
2023-04-30,河源市,紫金县,白溪,2023-04-3015时,424.53,437.60
2023-04-30,阳江市,阳东县,东湖,2023-04-3015时,25.39,30.50
2023-04-30,阳江市,阳西县,茅垌,2023-04-3015时,26.69,31.50
2023-04-30,阳江市,阳西县,陂底,2023-04-3014时,36.95,40.40
2023-04-30,阳江市,阳春市,北河,2023-04-3008时,76.55,87.00
2023-04-30,阳江市,阳春市,岗美,2023-04-3015时,14.84,16.80
2023-04-30,阳江市,阳东县,江河,2023-04-3008时,29.30,38.00
2023-04-30,阳江市,阳春市,张公龙,2023-04-3015时,164.70,169.00
2023-04-30,阳江市,阳春市,大河,2023-04-3015时,99.32,110.00
2023-04-30,阳江市,阳春市,长沙,2023-04-3015时,232.64,242.00
2023-04-30,清远市,清新县,龙须带,2023-04-3015时,255.55,267.00
2023-04-30,清远市,清远市清城区,迎咀,2023-04-3015时,52.39,59.50
2023-04-30,清远市,清远市清城区,银盏,2023-04-3015时,44.64,50.71
2023-04-30,清远市,连南瑶族自治县,板洞,2023-04-3008时,859.60,865.00
2023-04-30,清远市,英德市,秀才山东,2023-04-3015时,54.61,55.70
2023-04-30,清远市,英德市,枫树坪,2023-04-3015时,192.91,195.20
2023-04-30,清远市,英德市,长湖,2023-04-3015时,58.11,62.00
2023-04-30,清远市,阳山县,沙坝,2023-04-3015时,545.18,549.04
2023-04-30,清远市,英德市,双鱼潭,2023-04-3015时,120.06,
2023-04-30,清远市,佛冈县,放牛洞,2023-04-3015时,96.80,104.50
2023-04-30,清远市,清远市清城区,花斗,2023-04-3015时,25.25,29.60
2023-04-30,清远市,阳山县,曹田坑,2023-04-3015时,94.59,99.00
2023-04-30,清远市,英德市,锦潭,2023-04-3015时,217.80,229.60
2023-04-30,清远市,连山壮族瑶族自治县,天鹅,2023-04-3015时,340.56,350.00
2023-04-30,清远市,英德市,白石窑（坝上）,2023-04-3015时,36.26,36.50
2023-04-30,清远市,清新县,飞来峡坝上,2023-04-3015时,23.54,24.00
2023-04-30,清远市,英德市,上空,2023-04-3015时,169.20,170.50
2023-04-30,清远市,英德市,空子,2023-04-3015时,138.55,150.00
2023-04-30,清远市,连州市,潭岭,2023-04-3015时,631.27,641.00
2023-04-30,清远市,连州市,上兰靛,2023-04-3015时,301.71,305.00
2023-04-30,清远市,阳山县,茶坑,2023-04-3015时,356.25,370.00
2023-04-30,东莞市,东莞市,同沙,2023-04-3008时,17.70,18.00
2023-04-30,东莞市,东莞市,松木山,2023-04-3008时,20.86,22.50
2023-04-30,中山市,中山市,逸仙,2023-04-3008时,29.25,
2023-04-30,中山市,中山市,长江,2023-04-3015时,21.58,25.50
2023-04-30,潮州市,饶平县,汤溪水库(大坝),2023-04-3015时,41.80,54.00
2023-04-30,潮州市,饶平县,胜利,2023-04-3015时,47.76,72.00
2023-04-30,潮州市,饶平县,牛角笼,2023-04-3015时,222.50,234.60
2023-04-30,潮州市,饶平县,坪溪,2023-04-3015时,330.99,356.25
2023-04-30,潮州市,潮安县,凤凰,2023-04-3008时,305.89,332.00
2023-04-30,潮州市,饶平县,大潭,2023-04-3015时,76.73,80.00
2023-04-30,揭阳市,揭西县,横江,2023-04-3015时,67.17,76.00
2023-04-30,揭阳市,揭西县,大北山,2023-04-3014时,577.87,598.00
2023-04-30,揭阳市,揭东县,新西河,2023-04-3015时,31.70,38.00
2023-04-30,揭阳市,揭西县,龙颈(上),2023-04-3015时,87.13,98.00
2023-04-30,揭阳市,揭西县,龙颈(下),2023-04-3015时,52.97,54.00
2023-04-30,揭阳市,普宁市,上三坑,2023-04-3015时,163.03,175.00
2023-04-30,揭阳市,普宁市,三坑,2023-04-3015时,45.06,55.13
2023-04-30,揭阳市,普宁市,白沙溪,2023-04-3015时,362.79,379.00
2023-04-30,揭阳市,惠来县,尖官陂,2023-04-3015时,36.15,42.00
2023-04-30,揭阳市,惠来县,镇北,2023-04-3015时,41.29,46.20
2023-04-30,揭阳市,惠来县,蜈蚣岭,2023-04-3015时,44.16,52.52
2023-04-30,揭阳市,惠来县,船桥,2023-04-3015时,289.24,312.00
2023-04-30,揭阳市,惠来县,葫芦潭,2023-04-3015时,44.75,54.00
2023-04-30,揭阳市,惠来县,古杭,2023-04-3015时,43.49,46.30
2023-04-30,揭阳市,揭西县,河輋,2023-04-3008时,728.47,746.00
2023-04-30,揭阳市,普宁市,金山洞,2023-04-3015时,80.81,96.50
2023-04-30,揭阳市,揭东县,晏内,2023-04-3015时,61.52,68.00
2023-04-30,揭阳市,普宁市,汤坑,2023-04-3015时,47.11,53.26
2023-04-30,揭阳市,惠来县,顶溪,2023-04-3015时,30.11,35.90
2023-04-30,揭阳市,惠来县,石榴潭,2023-04-3015时,40.04,54.50
2023-04-30,云浮市,新兴县,共成,2023-04-3015时,71.13,80.00
2023-04-30,云浮市,郁南县,向阳,2023-04-3015时,79.91,88.00
2023-04-30,云浮市,郁南县,云霄,2023-04-3015时,115.35,120.00
2023-04-30,云浮市,罗定市,山垌,2023-04-3015时,193.24,199.00
2023-04-30,云浮市,新兴县,合河,2023-04-3008时,157.31,171.00
2023-04-30,云浮市,新兴县,北峰山,2023-04-3015时,111.89,111.50
2023-04-30,云浮市,云安县,朝阳,2023-04-3015时,113.56,127.00
